1	1
1	2
1	3
1	4
1	5
1	6
1	7
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
3	16
3	17
3	18
3	19
3	20
4	21
4	22
4	23
4	24
4	25
4	26
4	27
5	28
5	29
5	30
5	31
6	32
6	33
6	34
7	15
7	35
7	36
7	37
7	38
7	39
7	40
8	41
8	42
8	43
8	44
8	45
8	46
9	47
9	48
9	49
9	13
9	14
9	50
9	51
9	7
10	52
10	53
10	54
10	34
11	2
11	55
11	56
11	57
11	58
11	59
11	60
12	61
12	62
12	63
12	64
12	65
12	66
13	67
13	68
13	69
14	70
14	71
14	7
14	34
14	72
14	12
14	73
14	74
15	75
15	76
15	77
15	29
15	57
16	78
16	2
16	79
16	80
16	81
16	82
16	83
17	84
17	85
17	86
17	4
17	87
18	88
18	89
18	90
18	91
18	92
18	38
18	93
18	45
19	94
19	95
19	96
19	97
19	98
19	38
20	99
20	100
20	2
20	101
20	102
21	103
21	104
21	105
21	27
22	106
22	107
22	11
22	8
22	108
23	26
23	66
23	109
23	110
23	111
23	112
23	113
24	114
24	115
24	34
24	116
24	117
24	7
25	77
25	117
25	118
25	77
25	11
25	8
25	108
26	119
26	120
26	121
26	122
26	123
26	2
27	124
27	7
27	2
27	125
27	111
27	123
27	126
28	127
28	128
28	76
28	129
28	108
29	130
29	131
29	132
29	133
30	2
30	134
30	135
30	29
30	57
31	136
31	2
31	137
31	57
31	132
31	138
31	139
32	130
32	140
32	15
32	141
32	92
33	142
33	143
33	144
33	145
33	37
34	146
34	147
34	148
34	26
35	149
35	150
35	151
35	135
35	152
36	153
36	154
36	34
36	155
37	156
37	95
37	157
37	158
37	159
37	46
38	160
38	161
38	162
38	163
38	7
38	46
39	164
39	165
39	166
39	84
39	167
39	168
39	95
39	169
39	7
40	170
40	171
40	172
40	173
40	174
40	175
40	45
40	176
40	33
40	177
41	178
41	16
41	179
41	180
41	181
41	182
41	183
42	81
42	184
42	185
43	123
43	186
43	33
43	187
44	188
44	189
44	190
44	85
44	191
44	108
45	100
45	192
45	45
45	193
45	194
45	195
46	196
46	197
46	34
47	117
47	198
47	2
47	120
47	199
47	117
47	145
48	200
48	2
48	201
48	48
49	202
49	7
49	203
49	204
49	12
49	205
49	66
50	206
50	207
50	25
50	26
50	208
50	7
50	2
51	26
51	209
51	36
51	210
51	48
51	211
51	212
51	213
52	2
52	214
52	215
52	11
52	216
52	108
52	12
52	13
52	14
52	15
53	217
53	218
53	219
53	220
53	221
53	37
53	96
54	7
54	2
54	50
54	222
54	223
54	224
54	225
54	7
54	226
54	227
55	228
55	229
55	131
55	230
55	7
55	207
55	231
55	232
55	233
56	234
56	235
56	236
56	26
57	16
57	237
57	238
57	148
57	26
57	100
58	239
58	240
58	7
58	241
59	242
59	243
59	244
59	245
59	70
59	246
59	149
59	247
59	123
59	37
60	72
60	248
60	69
60	249
60	250
61	37
61	251
61	252
61	253
61	254
61	255
62	256
62	257
62	258
62	259
62	260
62	261
62	262
62	263
62	264
63	99
63	246
63	149
63	265
63	266
63	267
63	229
64	268
64	269
64	270
64	271
65	172
65	272
65	273
65	274
66	275
66	26
66	12
66	276
66	277
67	125
67	26
67	255
68	278
68	195
68	155
68	279
68	280
69	281
69	29
69	57
69	282
69	283
69	260
69	284
69	29
69	57
70	285
70	286
70	268
70	287
71	288
71	172
71	289
71	290
71	36
71	48
71	291
72	292
72	34
72	116
72	202
72	293
72	294
72	295
73	296
73	297
73	46
73	298
73	299
73	300
74	301
74	302
74	303
74	304
74	305
75	114
75	150
75	306
75	29
75	57
76	142
76	307
76	308
76	309
76	241
76	310
76	123
76	311
77	312
77	313
77	314
77	315
77	316
77	162
78	317
78	181
79	318
79	116
79	29
79	309
80	319
80	320
80	7
80	46
81	144
81	157
81	111
81	319
81	321
82	322
82	323
82	324
82	325
82	229
83	326
83	327
83	328
83	47
83	285
83	329
83	330
83	331
84	114
84	332
84	333
84	7
85	334
85	204
85	335
85	96
86	144
86	123
86	2
86	116
86	336
86	337
86	338
87	339
87	340
87	123
87	37
87	208
87	113
87	33
87	341
87	342
88	343
88	344
88	100
88	50
88	345
89	346
89	134
89	347
89	348
89	349
89	233
89	350
89	7
90	7
90	160
91	351
91	71
91	34
91	72
91	41
91	352
91	15
91	145
92	245
92	16
92	353
92	354
92	355
92	100
93	356
93	357
93	358
93	37
94	239
94	29
94	68
94	12
94	359
95	360
95	187
95	361
95	362
95	363
96	364
96	365
96	366
96	367
96	359
97	2
97	349
97	134
97	368
98	369
98	370
98	8
98	371
98	7
99	372
99	134
99	373
99	29
99	57
100	98
100	141
100	374
100	375
100	376
100	98
100	141
100	100
101	377
101	239
101	378
101	379
101	272
101	204
102	98
102	38
102	71
102	380
102	37
102	381
102	70
102	382
102	383
103	2
103	123
103	384
103	385
103	386
103	154
103	308
103	387
103	33
103	177
104	388
104	389
104	38
105	123
105	241
105	390
105	391
105	153
105	154
105	392
105	393
106	8
106	394
106	395
106	117
106	7
106	69
106	148
106	34
107	396
107	57
107	7
107	155
108	397
108	398
108	399
108	400
108	401
108	402
108	403
108	404
108	398
109	405
109	406
109	7
109	38
109	407
109	40
109	150
109	408
110	409
110	8
110	57
110	410
110	366
110	108
110	411
111	412
111	413
111	414
111	415
111	416
111	34
111	417
111	418
111	419
111	246
111	287
112	420
112	421
112	422
112	423
112	424
112	425
112	102
113	99
113	71
113	34
113	12
113	426
113	7
113	427
114	428
114	147
114	429
114	430
114	248
115	428
115	147
115	429
115	430
115	248
116	54
116	50
116	431
116	432
116	359
116	123
116	241
117	288
117	433
117	157
117	434
117	435
118	436
118	437
118	26
118	438
119	439
119	7
119	2
119	440
119	441
120	7
120	442
120	13
120	69
121	443
121	444
121	445
121	230
121	7
122	446
122	447
122	229
122	448
122	7
122	449
123	420
123	450
123	451
123	294
123	452
124	109
124	149
124	453
124	57
125	454
125	293
125	455
125	26
126	114
126	456
126	457
126	8
126	458
127	8
127	459
127	102
127	460
127	404
127	108
128	461
128	268
128	269
128	462
128	463
128	7
129	464
129	20
129	465
129	466
129	467
130	11
130	8
130	468
130	469
130	470
130	25
130	181
130	471
130	472
130	381
131	306
131	295
131	370
131	8
131	201
131	108
132	473
132	378
132	474
132	85
132	475
132	476
132	477
132	478
132	479
133	16
133	480
133	481
133	482
133	34
134	11
134	8
134	171
134	483
134	7
134	13
134	14
134	46
134	484
134	485
134	486
135	246
135	487
135	488
135	7
135	489
135	490
135	112
135	491
135	492
136	11
136	8
136	493
136	494
136	74
136	495
137	2
137	29
137	57
137	496
137	497
137	72
137	41
137	498
137	17
138	499
138	500
138	29
138	57
138	401
139	26
139	501
139	165
139	249
139	250
139	181
139	57
139	204
140	114
140	502
140	396
140	503
140	504
140	149
141	505
141	425
141	506
141	2
141	422
141	306
141	507
141	508
141	509
141	510
141	511
141	100
142	512
142	26
142	123
142	37
142	513
142	11
142	96
143	514
143	515
143	516
143	72
143	517
143	8
143	298
143	108
144	518
144	11
144	8
144	85
144	108
145	324
145	519
145	520
145	521
145	7
145	2
146	238
146	72
146	2
146	522
146	523
147	425
147	69
147	524
147	7
148	525
148	77
148	29
148	57
149	228
149	46
149	526
149	527
149	326
149	528
149	529
150	530
150	531
150	532
150	533
150	7
150	493
150	381
150	70
151	288
151	77
151	37
151	57
151	344
151	166
151	534
152	92
152	77
152	535
152	57
153	514
153	536
153	7
153	2
153	537
153	502
154	538
154	155
155	220
155	539
155	47
155	285
155	540
155	249
156	541
156	542
156	543
156	544
156	517
156	37
157	545
157	517
157	2
157	236
157	108
158	546
158	50
158	26
158	547
158	102
159	220
159	123
159	34
159	548
159	390
159	549
160	37
160	100
160	12
160	63
160	550
160	135
161	551
161	131
161	516
161	552
161	100
161	553
161	8
162	2
162	90
162	554
162	29
162	57
163	555
163	556
163	557
163	7
163	46
164	8
164	558
164	559
164	560
164	561
164	562
165	563
165	564
165	565
166	566
166	34
166	567
166	111
167	114
167	568
167	569
167	108
168	156
168	570
168	571
168	572
168	37
169	26
169	573
169	7
170	223
170	68
170	75
170	76
170	216
170	574
170	575
171	576
171	577
171	578
171	2
172	346
172	579
172	580
172	48
172	581
172	582
173	123
173	2
173	341
173	583
174	150
174	15
174	13
174	14
174	50
174	584
174	37
175	585
175	76
175	75
176	586
176	155
176	587
176	36
176	359
177	29
177	57
177	143
177	588
178	26
178	535
178	57
178	589
178	590
178	591
179	553
179	516
179	11
179	8
179	592
179	7
180	238
180	593
180	594
180	37
181	595
181	7
181	34
182	596
182	50
182	26
182	36
182	48
182	7
183	210
183	48
183	597
183	598
183	599
183	33
183	37
184	600
184	601
184	145
184	9
184	382
184	403
185	602
185	603
185	450
185	7
186	604
186	605
186	481
186	201
186	131
187	114
187	117
187	37
187	606
187	211
187	319
187	607
188	608
188	165
188	609
188	7
188	2
188	12
188	610
188	47
188	48
189	7
189	2
189	611
189	612
189	613
189	614
190	288
190	29
190	57
190	298
190	615
190	108
191	616
191	516
191	7
191	2
192	7
192	14
192	577
192	50
192	34
192	72
192	149
193	617
193	618
193	619
193	12
193	537
193	72
193	456
193	506
193	2
194	288
194	620
194	621
194	622
194	102
194	134
194	7
194	2
194	116
195	623
195	8
195	42
196	624
196	123
196	2
197	625
197	96
197	87
197	626
197	627
197	48
198	239
198	20
198	628
198	72
199	629
199	404
199	7
199	2
200	114
200	630
200	631
200	34
200	298
200	109
200	7
200	69
201	632
201	236
201	26
201	77
201	633
202	634
202	50
202	58
202	635
202	636
202	102
203	8
203	637
203	638
203	639
203	7
204	587
204	640
204	123
204	37
204	641
204	450
205	642
205	643
205	644
205	319
205	320
206	75
206	645
206	646
206	647
206	648
206	517
206	2
207	649
207	648
207	34
207	650
207	50
208	651
208	50
208	652
208	381
208	653
209	401
209	3
209	654
209	655
209	102
209	656
209	249
209	250
209	108
210	657
210	363
210	471
210	472
210	7
210	363
210	658
210	381
210	659
211	344
211	660
211	661
211	565
211	662
211	663
212	664
212	665
212	666
213	13
213	403
213	381
213	266
213	233
213	667
213	668
213	669
214	517
214	670
215	671
215	34
215	99
215	672
215	611
215	100
216	98
216	673
216	674
216	640
216	51
216	675
217	114
217	425
217	517
217	2
217	676
217	677
217	14
217	23
217	678
217	679
218	680
218	587
218	640
218	681
218	682
218	683
218	684
219	233
219	7
219	2
219	565
219	685
219	686
219	687
219	688
219	689
220	690
220	366
220	691
220	692
220	34
220	478
220	693
221	694
221	26
221	165
221	695
221	87
221	487
221	696
221	311
222	697
222	76
222	509
223	698
223	699
223	92
223	700
223	7
223	2
223	116
224	58
224	627
224	285
224	135
224	701
224	37
225	2
225	71
225	98
225	57
225	216
225	108
225	13
225	69
225	702
225	10
225	459
225	15
226	238
226	703
226	96
226	2
226	33
226	489
227	704
227	7
227	2
227	705
228	706
228	707
228	7
228	2
228	50
229	268
229	269
229	7
229	489
230	114
230	192
230	708
230	71
230	709
231	710
231	2
231	542
231	711
231	712
232	713
232	714
232	211
232	273
232	96
232	246
232	715
233	716
233	717
233	29
233	57
234	136
234	2
234	636
234	102
234	300
234	718
234	719
235	3
235	720
235	721
235	722
235	460
235	145
236	288
236	723
236	724
236	636
236	7
237	2
237	214
237	215
237	29
237	57
237	50
237	725
237	57
238	726
238	50
238	4
238	727
238	188
238	728
238	34
238	37
238	246
238	643
239	207
239	70
239	729
239	478
239	730
239	34
240	287
240	394
240	731
240	34
240	251
240	252
240	7
241	732
241	733
241	7
241	692
241	648
241	517
241	2
242	734
242	230
242	34
242	735
242	736
242	737
243	34
243	298
243	738
243	7
243	69
243	739
243	12
243	740
243	741
243	154
244	742
244	71
244	34
244	743
244	744
244	245
244	548
245	745
245	231
245	2
245	69
245	249
245	250
246	496
246	272
246	29
246	57
246	12
246	746
246	747
246	34
247	748
247	605
247	749
247	236
247	26
248	750
248	72
248	751
248	8
248	752
248	57
249	2
249	753
249	568
249	57
249	754
249	755
250	11
250	8
250	756
250	757
250	758
251	759
251	7
251	2
251	231
251	12
251	760
251	329
252	2
252	761
252	762
253	763
253	764
253	116
253	34
253	100
254	765
254	766
254	164
254	37
254	100
255	767
255	768
255	143
255	688
255	96
256	2
256	769
256	770
256	271
257	771
257	772
257	773
257	774
257	460
257	775
258	288
258	776
258	777
258	778
258	26
258	779
259	780
259	781
259	620
259	782
259	783
259	7
260	784
260	15
260	785
260	12
260	706
260	786
260	246
260	149
261	2
261	57
261	738
261	459
261	787
261	108
262	788
262	72
262	125
262	111
262	789
262	7
263	309
263	7
263	2
263	279
263	219
263	790
263	791
263	195
263	489
263	792
263	7
264	793
264	794
264	795
264	233
264	796
264	797
265	99
265	798
265	643
265	251
265	252
265	393
266	2
266	799
266	29
266	57
266	77
266	800
266	801
267	223
267	802
267	803
267	26
267	489
268	804
268	805
268	94
268	246
268	149
268	806
268	807
268	808
269	2
269	15
269	38
269	117
269	7
270	809
270	33
270	177
270	153
270	154
270	50
270	128
270	523
271	38
271	92
271	195
271	810
271	811
272	800
272	16
272	564
272	812
272	813
272	814
272	815
272	816
273	121
273	817
273	46
273	783
